GCC	5898	29.73	25.78	19.33	25.16	0.00	0.00
GCC	5899	32.22	22.66	20.17	24.95	0.00	0.00
GCC	5900	28.48	24.32	21.83	25.36	0.00	0.00
GCC	5901	32.43	21.83	21.00	24.74	0.00	0.00
GCC	5902	28.90	28.07	20.58	22.45	0.00	0.00
GCC	5903	27.03	26.40	21.41	25.16	0.00	0.00
GCC	5904	28.69	23.49	23.49	24.32	0.00	0.00
GCC	5905	27.44	25.99	18.92	27.65	0.00	0.00
GCC	5906	30.77	27.44	17.67	24.12	0.00	0.00
GCC	5907	30.35	23.49	21.41	24.74	0.00	0.00
GCC	5908	30.15	25.78	18.30	25.78	0.00	0.00
GCC	5909	28.69	24.12	24.32	22.87	0.00	0.00
GCC	5910	29.52	24.95	21.21	24.32	0.00	0.00
GCC	5911	34.30	26.61	20.58	18.50	0.00	0.00
GCC	5912	28.90	24.53	19.54	27.03	0.00	0.00
GCC	5913	32.22	22.45	21.21	24.12	0.00	0.00
GCC	5914	32.22	24.53	21.21	22.04	0.00	0.00
GCC	5915	29.31	23.91	22.45	24.32	0.00	0.00
GCC	5916	29.73	25.16	20.58	24.53	0.00	0.00
GCC	5917	29.73	22.66	20.79	26.82	0.00	0.00
GCC	5918	29.94	23.28	22.45	24.32	0.00	0.00
GCC	5919	32.85	26.40	18.30	22.45	0.00	0.00
GCC	5920	28.07	25.78	19.96	26.20	0.00	0.00
GCC	5921	25.57	23.49	23.70	27.23	0.00	0.00
GCC	5922	28.27	24.53	22.25	24.95	0.00	0.00
GCC	5923	31.19	24.12	19.13	25.57	0.00	0.00
GCC	5924	31.39	23.28	20.37	24.95	0.00	0.00
GCC	5925	30.35	25.78	21.62	22.25	0.00	0.00
GCC	5926	29.31	25.99	21.41	23.28	0.00	0.00
GCC	5927	29.31	24.74	18.92	27.03	0.00	0.00
GCC	5928	32.02	21.83	22.04	24.12	0.00	0.00
GCC	5929	30.77	22.04	21.41	25.78	0.00	0.00
GCC	5930	28.69	22.87	26.40	22.04	0.00	0.00
GCC	5931	30.35	21.00	23.70	24.95	0.00	0.00
GCC	5932	28.69	25.99	21.21	24.12	0.00	0.00
GCC	5933	26.61	22.87	21.62	28.90	0.00	0.00
GCC	5934	33.26	22.25	21.62	22.87	0.00	0.00
GCC	5935	26.61	25.99	21.62	25.78	0.00	0.00
GCC	5936	28.07	25.36	19.75	26.82	0.00	0.00
GCC	5937	28.48	26.61	21.00	23.91	0.00	0.00
GCC	5938	28.07	24.74	23.49	23.70	0.00	0.00
GCC	5939	30.98	24.95	19.13	24.95	0.00	0.00
GCC	5940	28.90	25.36	21.41	24.32	0.00	0.00
GCC	5941	28.48	24.95	20.58	25.99	0.00	0.00
GCC	5942	28.27	20.17	26.20	25.36	0.00	0.00
GCC	5943	32.22	22.45	23.49	21.83	0.00	0.00
GCC	5944	28.90	25.16	22.04	23.91	0.00	0.00
GCC	5945	28.48	24.74	18.09	28.69	0.00	0.00
GCC	5946	30.56	23.28	19.13	27.03	0.00	0.00
GCC	5947	31.39	23.08	21.00	24.53	0.00	0.00
GCC	5948	30.98	23.08	22.25	23.70	0.00	0.00
GCC	5949	28.33	22.08	22.50	27.08	0.00	0.00
GCC	5950	28.75	21.88	21.46	27.92	0.00	0.00
GCC	5951	28.12	25.21	20.83	25.83	0.00	0.00
GCC	5952	29.58	23.75	21.04	25.62	0.00	0.00
GCC	5953	29.58	20.42	23.75	26.25	0.00	0.00
GCC	5954	29.17	23.33	21.04	26.46	0.00	0.00
GCC	5955	31.04	21.67	21.25	26.04	0.00	0.00
GCC	5956	27.92	25.21	24.79	22.08	0.00	0.00
GCC	5957	28.96	25.62	17.08	28.33	0.00	0.00
GCC	5958	30.83	22.50	21.46	25.21	0.00	0.00
GCC	5959	28.96	23.33	21.88	25.83	0.00	0.00
GCC	5960	30.62	22.71	21.46	25.21	0.00	0.00
GCC	5961	29.79	25.62	19.79	24.79	0.00	0.00
GCC	5962	32.50	23.12	18.75	25.62	0.00	0.00
GCC	5963	28.75	23.33	22.08	25.83	0.00	0.00
GCC	5964	31.04	25.42	17.08	26.46	0.00	0.00
GCC	5965	31.04	23.75	21.88	23.33	0.00	0.00
GCC	5966	27.50	21.67	23.12	27.71	0.00	0.00
GCC	5967	27.29	27.29	22.50	22.92	0.00	0.00
GCC	5968	30.62	23.12	20.42	25.83	0.00	0.00
GCC	5969	30.21	22.71	24.58	22.50	0.00	0.00
GCC	5970	28.96	22.71	20.83	27.50	0.00	0.00
GCC	5971	29.17	24.79	21.25	24.79	0.00	0.00
GCC	5972	27.92	25.00	19.79	27.29	0.00	0.00
GCC	5973	29.58	23.33	20.00	27.08	0.00	0.00
GCC	5974	30.42	23.54	20.42	25.62	0.00	0.00
GCC	5975	31.25	25.00	19.79	23.96	0.00	0.00
GCC	5976	31.25	22.92	21.25	24.58	0.00	0.00
GCC	5977	32.36	24.01	22.96	20.67	0.00	0.00
GCC	5978	30.06	21.71	21.29	26.93	0.00	0.00
GCC	5979	32.15	23.80	20.46	23.59	0.00	0.00
GCC	5980	27.35	28.18	19.62	24.84	0.00	0.00
GCC	5981	28.18	23.38	20.46	27.97	0.00	0.00
GCC	5982	32.78	22.96	20.88	23.38	0.00	0.00
GCC	5983	30.90	22.34	22.34	24.43	0.00	0.00
GCC	5984	27.97	21.92	23.59	26.51	0.00	0.00
GCC	5985	26.10	24.22	21.29	28.39	0.00	0.00
GCC	5986	29.65	23.17	23.59	23.59	0.00	0.00
GCC	5987	29.85	21.09	22.13	26.93	0.00	0.00
GCC	5988	32.36	22.76	21.71	23.17	0.00	0.00
GCC	5989	29.44	25.68	19.00	25.89	0.00	0.00
GCC	5990	28.81	23.80	19.42	27.97	0.00	0.00
GCC	5991	31.52	22.76	20.46	25.26	0.00	0.00
GCC	5992	31.73	26.51	17.12	24.63	0.00	0.00
GCC	5993	27.56	27.14	18.79	26.51	0.00	0.00
GCC	5994	27.35	24.22	19.83	28.60	0.00	0.00
GCC	5995	27.77	24.01	19.00	29.23	0.00	0.00
GCC	5996	30.27	21.92	20.67	27.14	0.00	0.00
GCC	5997	28.81	21.71	20.04	29.44	0.00	0.00
GCC	5998	31.11	25.47	19.83	23.59	0.00	0.00
GCC	5999	30.27	23.59	21.29	24.84	0.00	0.00
GCC	6000	26.93	24.01	23.17	25.89	0.00	0.00
GCC	6001	29.02	25.68	18.58	26.72	0.00	0.00
GCC	6002	28.81	22.55	21.71	26.93	0.00	0.00
GCC	6003	25.05	25.26	24.22	25.47	0.00	0.00
GCC	6004	30.06	24.01	20.46	25.47	0.00	0.00
GCC	6005	26.30	24.84	23.59	25.26	0.00	0.00
GCC	6006	28.60	25.89	19.21	26.30	0.00	0.00
GCC	6007	26.93	25.05	20.25	27.77	0.00	0.00
GCC	6008	30.06	25.05	19.42	25.47	0.00	0.00
GCC	6009	30.90	24.84	20.04	24.22	0.00	0.00
GCC	6010	27.77	23.80	20.46	27.97	0.00	0.00
GCC	6011	30.48	22.96	21.71	24.84	0.00	0.00
GCC	6012	26.51	25.47	18.58	29.44	0.00	0.00
GCC	6013	28.81	26.10	19.21	25.89	0.00	0.00
GCC	6014	25.68	24.43	22.34	27.56	0.00	0.00
GCC	6015	29.85	21.29	25.47	23.38	0.00	0.00
GCC	6016	30.06	26.51	20.25	23.17	0.00	0.00
GCC	6017	33.19	25.47	19.42	21.92	0.00	0.00
GCC	6018	32.36	23.59	20.67	23.38	0.00	0.00
GCC	6019	27.97	25.05	20.25	26.72	0.00	0.00
GCC	6020	27.97	22.13	22.96	26.93	0.00	0.00
GCC	6021	31.11	22.13	19.21	27.56	0.00	0.00
GCC	6022	31.73	25.26	18.79	24.22	0.00	0.00
GCC	6023	28.81	26.10	21.71	23.38	0.00	0.00
GCC	6024	32.57	25.68	18.37	23.38	0.00	0.00
GCC	6025	29.65	25.05	21.09	24.22	0.00	0.00
GCC	6026	30.06	21.50	21.29	27.14	0.00	0.00
GCC	6027	28.81	24.22	22.55	24.43	0.00	0.00
GCC	6028	27.56	22.55	25.26	24.63	0.00	0.00
GCC	6029	26.51	24.43	22.55	26.51	0.00	0.00
GCC	6030	31.73	25.68	20.88	21.71	0.00	0.00
GCC	6031	30.69	24.43	19.62	25.26	0.00	0.00
GCC	6032	27.35	23.38	23.59	25.68	0.00	0.00
GCC	6033	31.32	25.05	18.79	24.84	0.00	0.00
GCC	6034	33.19	21.71	22.13	22.96	0.00	0.00
GCC	6035	31.11	24.43	19.83	24.63	0.00	0.00
GCC	6036	28.39	24.63	20.46	26.51	0.00	0.00
GCC	6037	28.60	22.96	20.46	27.97	0.00	0.00
GCC	6038	30.27	26.10	19.42	24.22	0.00	0.00
GCC	6039	32.15	22.76	19.00	26.10	0.00	0.00
GCC	6040	30.48	23.80	19.83	25.89	0.00	0.00
GCC	6041	28.60	27.14	21.09	23.17	0.00	0.00
GCC	6042	27.97	26.72	21.29	24.01	0.00	0.00
GCC	6043	28.39	22.76	23.17	25.68	0.00	0.00
GCC	6044	27.97	26.72	20.46	24.84	0.00	0.00
GCC	6045	32.99	22.34	20.25	24.43	0.00	0.00
GCC	6046	29.71	26.57	19.04	24.69	0.00	0.00
GCC	6047	28.66	26.99	20.71	23.64	0.00	0.00
GCC	6048	29.08	27.82	19.67	23.43	0.00	0.00
GCC	6049	30.96	24.69	19.67	24.69	0.00	0.00
GCC	6050	28.03	25.10	21.13	25.73	0.00	0.00
GCC	6051	25.94	23.64	20.71	29.71	0.00	0.00
GCC	6052	28.87	23.43	22.59	25.10	0.00	0.00
GCC	6053	28.24	26.78	20.71	24.27	0.00	0.00
GCC	6054	34.17	23.69	18.45	23.69	0.00	0.00
GCC	6055	28.51	23.48	19.29	28.72	0.00	0.00
GCC	6056	28.72	23.27	19.71	28.30	0.00	0.00
GCC	6057	28.72	23.27	22.22	25.79	0.00	0.00
GCC	6058	32.29	24.11	17.61	26.00	0.00	0.00
GCC	6059	28.09	23.69	21.38	26.83	0.00	0.00
GCC	6060	35.64	22.22	20.96	21.17	0.00	0.00
GCC	6061	28.30	26.21	20.34	25.16	0.00	0.00
GCC	6062	29.77	23.69	22.01	24.53	0.00	0.00
GCC	6063	27.04	22.43	22.85	27.67	0.00	0.00
GCC	6064	27.67	24.32	19.92	28.09	0.00	0.00
GCC	6065	28.30	25.16	18.45	28.09	0.00	0.00
GCC	6066	27.46	22.43	23.90	26.21	0.00	0.00
GCC	6067	28.09	24.95	19.29	27.67	0.00	0.00
GCC	6068	30.61	23.27	21.80	24.32	0.00	0.00
GCC	6069	27.46	22.85	23.48	26.21	0.00	0.00
GCC	6070	28.72	23.69	20.34	27.25	0.00	0.00
GCC	6071	29.77	22.43	18.66	29.14	0.00	0.00
GCC	6072	29.77	25.58	24.53	20.13	0.00	0.00
GCC	6073	29.56	23.48	17.40	29.56	0.00	0.00
GCC	6074	27.67	23.90	20.55	27.88	0.00	0.00
GCC	6075	31.66	22.85	18.45	27.04	0.00	0.00
GCC	6076	30.61	23.90	19.29	26.21	0.00	0.00
GCC	6077	25.37	25.58	20.34	28.72	0.00	0.00
GCC	6078	28.93	23.90	21.38	25.79	0.00	0.00
GCC	6079	27.04	26.42	21.59	24.95	0.00	0.00
GCC	6080	28.51	24.11	21.59	25.79	0.00	0.00
GCC	6081	29.98	20.13	20.96	28.93	0.00	0.00
GCC	6082	30.61	22.64	20.96	25.79	0.00	0.00
GCC	6083	27.88	22.43	20.96	28.72	0.00	0.00
GCC	6084	28.78	25.42	19.75	26.05	0.00	0.00
GCC	6085	27.73	27.73	18.49	26.05	0.00	0.00
GCC	6086	28.99	22.69	21.85	26.47	0.00	0.00
GCC	6087	31.09	22.27	19.12	27.52	0.00	0.00
GCC	6088	29.20	21.01	22.48	27.31	0.00	0.00
GCC	6089	27.52	25.84	19.33	27.31	0.00	0.00
GCC	6090	29.83	25.63	19.12	25.42	0.00	0.00
GCC	6091	28.78	24.58	20.80	25.84	0.00	0.00
GCC	6092	28.78	18.70	22.48	30.04	0.00	0.00
GCC	6093	27.58	23.37	23.37	25.68	0.00	0.00
GCC	6094	30.95	21.68	20.00	27.37	0.00	0.00
GCC	6095	27.58	27.58	19.37	25.47	0.00	0.00
GCC	6096	30.53	24.63	17.89	26.95	0.00	0.00
GCC	6097	35.79	21.26	18.32	24.63	0.00	0.00
GCC	6098	28.42	23.16	21.47	26.95	0.00	0.00
GCC	6099	33.47	23.58	17.68	25.26	0.00	0.00
GCC	6100	30.32	24.21	21.05	24.42	0.00	0.00
GCC	6101	31.79	22.74	19.16	26.32	0.00	0.00
GCC	6102	30.74	24.84	20.84	23.58	0.00	0.00
GCC	6103	31.16	24.63	18.11	26.11	0.00	0.00
GCC	6104	26.74	24.63	24.00	24.63	0.00	0.00
GCC	6105	33.89	21.47	20.84	23.79	0.00	0.00
GCC	6106	29.05	25.68	20.00	25.26	0.00	0.00
GCC	6107	27.58	23.58	20.84	28.00	0.00	0.00
GCC	6108	29.68	22.74	20.21	27.37	0.00	0.00
GCC	6109	27.79	26.95	19.58	25.68	0.00	0.00
GCC	6110	29.47	21.89	21.89	26.74	0.00	0.00
GCC	6111	29.26	26.32	18.95	25.47	0.00	0.00
GCC	6112	30.11	20.63	22.32	26.95	0.00	0.00
GCC	6113	27.58	26.95	17.89	27.58	0.00	0.00
GCC	6114	27.37	26.53	22.32	23.79	0.00	0.00
GCC	6115	29.26	24.21	21.68	24.84	0.00	0.00
GCC	6116	29.96	24.26	21.52	24.26	0.00	0.00
GCC	6117	28.48	26.37	19.41	25.74	0.00	0.00
GCC	6118	31.43	21.94	21.10	25.53	0.00	0.00
GCC	6119	30.17	22.36	22.57	24.89	0.00	0.00
GCC	6120	29.11	21.52	18.35	31.01	0.00	0.00
GCC	6121	26.58	27.00	21.73	24.68	0.00	0.00
GCC	6122	26.37	27.00	19.20	27.43	0.00	0.00
GCC	6123	27.22	24.26	20.68	27.85	0.00	0.00
GCC	6124	30.38	25.32	17.51	26.79	0.00	0.00
GCC	6125	28.27	23.21	19.83	28.69	0.00	0.00
GCC	6126	27.85	27.43	20.68	24.05	0.00	0.00
GCC	6127	28.69	27.22	17.30	26.79	0.00	0.00
GCC	6128	27.43	27.22	21.10	24.26	0.00	0.00
GCC	6129	27.85	24.47	22.57	25.11	0.00	0.00
GCC	6130	28.90	25.53	20.46	25.11	0.00	0.00
GCC	6131	28.48	25.95	19.83	25.74	0.00	0.00
GCC	6132	27.91	26.00	21.56	24.52	0.00	0.00
GCC	6133	28.33	28.12	20.08	23.47	0.00	0.00
GCC	6134	26.00	23.68	21.14	29.18	0.00	0.00
GCC	6135	28.96	24.95	20.51	25.58	0.00	0.00
GCC	6136	27.27	23.89	23.04	25.79	0.00	0.00
GCC	6137	28.12	24.74	19.87	27.27	0.00	0.00
GCC	6138	28.54	25.37	21.35	24.74	0.00	0.00
GCC	6139	27.48	26.00	19.45	27.06	0.00	0.00
GCC	6140	27.06	25.37	24.95	22.62	0.00	0.00
GCC	6141	27.97	25.00	21.61	25.42	0.00	0.00
GCC	6142	32.63	20.76	22.03	24.58	0.00	0.00
GCC	6143	32.20	25.00	18.22	24.58	0.00	0.00
GCC	6144	32.63	24.58	19.49	23.31	0.00	0.00
GCC	6145	29.51	24.84	18.90	26.75	0.00	0.00
GCC	6146	28.87	28.03	18.05	25.05	0.00	0.00
GCC	6147	26.75	26.33	20.38	26.54	0.00	0.00
GCC	6148	28.66	25.05	21.44	24.84	0.00	0.00
GCC	6149	27.39	24.84	22.51	25.27	0.00	0.00
GCC	6150	31.63	23.14	19.53	25.69	0.00	0.00
GCC	6151	26.33	25.05	22.72	25.90	0.00	0.00
GCC	6152	27.18	23.99	21.66	27.18	0.00	0.00
GCC	6153	30.36	21.66	21.66	26.33	0.00	0.00
GCC	6154	28.66	25.90	18.05	27.39	0.00	0.00
GCC	6155	28.87	22.72	22.93	25.48	0.00	0.00
GCC	6156	27.18	25.69	20.81	26.33	0.00	0.00
GCC	6157	32.70	26.33	17.62	23.35	0.00	0.00
GCC	6158	24.84	27.18	20.81	27.18	0.00	0.00
GCC	6159	28.24	26.33	21.66	23.78	0.00	0.00
GCC	6160	28.03	26.54	20.59	24.84	0.00	0.00
GCC	6161	27.23	21.49	22.77	28.51	0.00	0.00
GCC	6162	29.79	24.04	19.36	26.81	0.00	0.00
GCC	6163	29.57	23.83	21.49	25.11	0.00	0.00
GCC	6164	28.94	26.81	16.17	28.09	0.00	0.00
GCC	6165	31.28	25.74	19.57	23.40	0.00	0.00
GCC	6166	29.15	24.47	20.21	26.17	0.00	0.00
GCC	6167	29.57	25.11	23.19	22.13	0.00	0.00
GCC	6168	30.85	25.32	18.94	24.89	0.00	0.00
GCC	6169	33.40	28.09	16.38	22.13	0.00	0.00
GCC	6170	28.09	22.13	21.06	28.72	0.00	0.00
GCC	6171	28.72	23.19	19.57	28.51	0.00	0.00
GCC	6172	31.06	26.17	16.17	26.60	0.00	0.00
GCC	6173	31.70	22.77	17.02	28.51	0.00	0.00
GCC	6174	29.79	24.68	19.57	25.96	0.00	0.00
GCC	6175	31.28	22.98	19.57	26.17	0.00	0.00
GCC	6176	26.17	22.13	25.32	26.38	0.00	0.00
GCC	6177	31.28	22.98	21.06	24.68	0.00	0.00
GCC	6178	29.79	22.34	21.49	26.38	0.00	0.00
GCC	6179	24.68	27.66	18.30	29.36	0.00	0.00
GCC	6180	28.09	25.96	18.94	27.02	0.00	0.00
GCC	6181	26.60	24.68	23.40	25.32	0.00	0.00
GCC	6182	28.94	22.77	19.57	28.72	0.00	0.00
GCC	6183	28.51	22.34	22.77	26.38	0.00	0.00
GCC	6184	30.21	23.40	21.91	24.47	0.00	0.00
GCC	6185	28.72	22.55	20.00	28.72	0.00	0.00
GCC	6186	27.02	23.62	21.70	27.66	0.00	0.00
GCC	6187	27.87	23.62	20.43	28.09	0.00	0.00
GCC	6188	29.57	24.26	20.21	25.96	0.00	0.00
GCC	6189	33.40	21.91	20.85	23.83	0.00	0.00
GCC	6190	34.33	22.39	21.32	21.96	0.00	0.00
GCC	6191	32.62	20.90	20.04	26.44	0.00	0.00
GCC	6192	30.70	22.81	21.54	24.95	0.00	0.00
GCC	6193	33.69	23.45	19.62	23.24	0.00	0.00
GCC	6194	29.42	22.17	21.54	26.87	0.00	0.00
GCC	6195	32.84	22.39	20.90	23.88	0.00	0.00
GCC	6196	29.64	21.54	22.39	26.44	0.00	0.00
GCC	6197	28.78	23.24	22.60	25.37	0.00	0.00
GCC	6198	28.57	24.31	19.19	27.93	0.00	0.00
GCC	6199	29.85	24.09	18.76	27.29	0.00	0.00
GCC	6200	27.51	25.16	18.76	28.57	0.00	0.00
GCC	6201	28.14	23.45	21.54	26.87	0.00	0.00
GCC	6202	31.77	23.45	22.17	22.60	0.00	0.00
GCC	6203	28.78	25.16	18.76	27.29	0.00	0.00
GCC	6204	30.92	27.51	17.91	23.67	0.00	0.00
GCC	6205	31.77	25.16	19.83	23.24	0.00	0.00
GCC	6206	26.01	26.01	22.39	25.59	0.00	0.00
GCC	6207	30.28	21.75	21.32	26.65	0.00	0.00
GCC	6208	29.85	21.96	24.95	23.24	0.00	0.00
GCC	6209	32.20	23.45	21.54	22.81	0.00	0.00
GCC	6210	31.34	24.09	18.12	26.44	0.00	0.00
GCC	6211	27.93	23.67	22.81	25.59	0.00	0.00
GCC	6212	28.14	27.93	17.91	26.01	0.00	0.00
GCC	6213	32.20	25.80	19.62	22.39	0.00	0.00
GCC	6214	30.92	23.24	22.81	23.03	0.00	0.00
GCC	6215	27.29	22.60	22.81	27.29	0.00	0.00
GCC	6216	29.00	25.37	19.40	26.23	0.00	0.00
GCC	6217	33.48	24.73	19.40	22.39	0.00	0.00
GCC	6218	31.77	24.31	20.68	23.24	0.00	0.00
GCC	6219	29.85	25.16	20.68	24.31	0.00	0.00
GCC	6220	29.00	25.16	20.26	25.59	0.00	0.00
GCC	6221	28.36	27.51	19.40	24.73	0.00	0.00
GCC	6222	29.64	24.73	20.26	25.37	0.00	0.00
GCC	6223	27.08	24.73	21.75	26.44	0.00	0.00
GCC	6224	29.00	20.47	23.45	27.08	0.00	0.00
GCC	6225	29.85	25.37	21.32	23.45	0.00	0.00
GCC	6226	28.36	23.67	19.40	28.57	0.00	0.00
GCC	6227	29.21	25.16	19.19	26.44	0.00	0.00
GCC	6228	29.21	21.75	23.24	25.80	0.00	0.00
GCC	6229	29.21	24.09	21.11	25.59	0.00	0.00
GCC	6230	27.51	24.95	21.96	25.59	0.00	0.00
GCC	6231	30.28	24.95	19.62	25.16	0.00	0.00
GCC	6232	29.21	24.09	20.26	26.44	0.00	0.00
GCC	6233	30.49	19.83	22.39	27.29	0.00	0.00
GCC	6234	31.41	24.57	19.02	25.00	0.00	0.00
GCC	6235	32.91	23.29	18.38	25.43	0.00	0.00
GCC	6236	27.99	24.57	19.44	27.99	0.00	0.00
GCC	6237	29.70	25.85	21.58	22.86	0.00	0.00
GCC	6238	28.42	24.15	20.51	26.92	0.00	0.00
GCC	6239	30.56	22.44	23.72	23.29	0.00	0.00
GCC	6240	29.49	22.86	20.30	27.35	0.00	0.00
GCC	6241	29.91	22.86	20.09	27.14	0.00	0.00
GCC	6242	24.15	27.56	20.73	27.56	0.00	0.00
GCC	6243	31.20	21.58	19.02	28.21	0.00	0.00
GCC	6244	33.55	22.44	18.80	25.21	0.00	0.00
GCC	6245	27.99	24.36	20.51	27.14	0.00	0.00
GCC	6246	30.34	21.79	19.87	27.99	0.00	0.00
GCC	6247	28.63	28.21	19.02	24.15	0.00	0.00
GCC	6248	27.14	24.36	20.30	28.21	0.00	0.00
GCC	6249	31.20	25.64	19.66	23.50	0.00	0.00
GCC	6250	30.98	25.43	19.02	24.57	0.00	0.00
GCC	6251	28.85	25.64	18.80	26.71	0.00	0.00
GCC	6252	27.56	24.36	22.86	25.21	0.00	0.00
GCC	6253	27.35	23.72	24.57	24.36	0.00	0.00
GCC	6254	28.42	21.58	21.15	28.85	0.00	0.00
GCC	6255	27.99	24.15	21.79	26.07	0.00	0.00
GCC	6256	29.27	23.72	19.66	27.35	0.00	0.00
GCC	6257	25.85	26.28	21.58	26.28	0.00	0.00
GCC	6258	29.49	25.64	19.87	25.00	0.00	0.00
GCC	6259	33.12	25.21	17.09	24.57	0.00	0.00
GCC	6260	28.42	26.50	21.15	23.93	0.00	0.00
GCC	6261	27.78	25.43	20.30	26.50	0.00	0.00
GCC	6262	27.35	24.15	24.36	24.15	0.00	0.00
GCC	6263	27.14	23.72	19.66	29.49	0.00	0.00
GCC	6264	28.63	24.79	22.44	24.15	0.00	0.00
GCC	6265	30.77	24.15	21.15	23.93	0.00	0.00
GCC	6266	26.07	23.50	22.22	28.21	0.00	0.00
GCC	6267	27.78	24.36	19.23	28.63	0.00	0.00
GCC	6268	32.91	23.29	17.74	26.07	0.00	0.00
GCC	6269	25.64	25.85	20.94	27.56	0.00	0.00
GCC	6270	29.06	27.35	18.80	24.79	0.00	0.00
GCC	6271	30.13	23.93	22.22	23.72	0.00	0.00
GCC	6272	30.13	20.09	22.22	27.56	0.00	0.00
GCC	6273	35.26	25.21	17.52	22.01	0.00	0.00
GCC	6274	29.06	22.65	23.29	25.00	0.00	0.00
GCC	6275	27.35	22.65	21.15	28.85	0.00	0.00
GCC	6276	32.48	25.43	18.38	23.72	0.00	0.00
GCC	6277	29.91	22.44	22.65	25.00	0.00	0.00
GCC	6278	27.14	25.00	17.74	30.13	0.00	0.00
GCC	6279	26.28	29.06	19.44	25.21	0.00	0.00
GCC	6280	29.91	25.00	19.44	25.64	0.00	0.00
GCC	6281	30.13	23.93	18.16	27.78	0.00	0.00
GCC	6282	31.41	23.93	18.16	26.50	0.00	0.00
GCC	6283	28.42	25.64	22.01	23.93	0.00	0.00
GCC	6284	31.62	20.94	19.66	27.78	0.00	0.00
GCC	6285	27.14	27.35	20.09	25.43	0.00	0.00
GCC	6286	28.21	24.57	21.15	26.07	0.00	0.00
GCC	6287	28.21	23.93	22.01	25.85	0.00	0.00
GCC	6288	27.14	22.65	23.50	26.71	0.00	0.00
GCC	6289	26.92	30.98	20.30	21.79	0.00	0.00
GCC	6290	30.13	25.64	18.59	25.64	0.00	0.00
GCC	6291	28.42	28.21	20.94	22.44	0.00	0.00
GCC	6292	31.41	25.64	19.87	23.08	0.00	0.00
GCC	6293	26.92	24.36	21.58	27.14	0.00	0.00
GCC	6294	27.35	25.64	19.02	27.99	0.00	0.00
GCC	6295	29.70	24.36	20.09	25.85	0.00	0.00
GCC	6296	29.49	23.93	18.59	27.99	0.00	0.00
GCC	6297	31.84	23.93	18.59	25.64	0.00	0.00
GCC	6298	28.42	23.08	23.29	25.21	0.00	0.00
GCC	6299	26.71	24.57	22.22	26.50	0.00	0.00
GCC	6300	32.48	24.36	19.02	24.15	0.00	0.00
GCC	6301	26.07	25.85	20.30	27.78	0.00	0.00
GCC	6302	28.21	25.85	23.08	22.86	0.00	0.00
GCC	6303	32.26	24.79	19.44	23.50	0.00	0.00
GCC	6304	29.49	26.50	19.02	25.00	0.00	0.00
GCC	6305	24.57	24.57	22.22	28.63	0.00	0.00
GCC	6306	30.77	22.86	21.79	24.57	0.00	0.00
GCC	6307	28.85	23.72	20.94	26.50	0.00	0.00
GCC	6308	29.06	29.06	21.37	20.51	0.00	0.00
GCC	6309	29.70	24.79	21.15	24.36	0.00	0.00
GCC	6310	31.20	24.15	15.81	28.85	0.00	0.00
GCC	6311	24.57	25.85	23.93	25.64	0.00	0.00
GCC	6312	25.64	29.70	18.38	26.28	0.00	0.00
GCC	6313	29.49	23.08	19.87	27.56	0.00	0.00
GCC	6314	26.28	23.93	22.22	27.56	0.00	0.00
GCC	6315	27.56	23.50	21.15	27.78	0.00	0.00
GCC	6316	32.26	22.44	21.79	23.50	0.00	0.00
GCC	6317	26.07	23.50	20.94	29.49	0.00	0.00
GCC	6318	29.27	26.07	20.94	23.72	0.00	0.00
GCC	6319	29.49	28.21	19.66	22.65	0.00	0.00
GCC	6320	29.91	23.72	15.38	30.98	0.00	0.00
GCC	6321	27.78	26.07	23.29	22.86	0.00	0.00
GCC	6322	29.06	26.71	17.52	26.71	0.00	0.00
GCC	6323	26.92	28.85	20.09	24.15	0.00	0.00
GCC	6324	34.62	23.50	17.52	24.36	0.00	0.00
GCC	6325	31.62	22.22	19.44	26.71	0.00	0.00
GCC	6326	29.70	24.79	21.37	24.15	0.00	0.00
GCC	6327	28.85	26.28	18.38	26.50	0.00	0.00
GCC	6328	29.91	27.14	22.44	20.51	0.00	0.00
GCC	6329	28.42	23.93	20.09	27.56	0.00	0.00
GCC	6330	27.56	23.93	21.79	26.71	0.00	0.00
GCC	6331	27.56	23.72	19.02	29.70	0.00	0.00
GCC	6332	30.77	23.29	18.80	27.14	0.00	0.00
GCC	6333	30.77	25.00	20.30	23.93	0.00	0.00
GCC	6334	29.91	25.85	17.52	26.71	0.00	0.00
GCC	6335	26.50	25.21	21.79	26.50	0.00	0.00
GCC	6336	27.14	25.21	23.72	23.93	0.00	0.00
GCC	6337	28.21	23.93	22.44	25.43	0.00	0.00
GCC	6338	29.27	22.01	21.37	27.35	0.00	0.00
GCC	6339	24.57	25.00	22.65	27.78	0.00	0.00
GCC	6340	27.99	25.43	17.74	28.85	0.00	0.00
GCC	6341	27.78	23.72	19.02	29.49	0.00	0.00
GCC	6342	24.57	26.28	21.79	27.35	0.00	0.00
GCC	6343	28.42	24.36	22.44	24.79	0.00	0.00
GCC	6344	29.49	22.44	21.58	26.50	0.00	0.00
GCC	6345	29.70	24.36	23.93	22.01	0.00	0.00
GCC	6346	31.84	20.73	24.36	23.08	0.00	0.00
GCC	6347	28.05	25.91	16.92	29.12	0.00	0.00
GCC	6348	26.55	29.34	19.49	24.63	0.00	0.00
